director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
RobertLuketic,TopherGrace,GaryCole,NathanLane,"comedy,romance",Win a Date with Tad Hamilton!,"TopherGrace GaryCole NathanLane RobertLuketic comedy,romance bestfriend,contest,date,smalltown,westvirginia"
TimHill,JoshCharles,F.MurrayAbraham,DavidArquette,"adventure,comedy,family,fantasy,music,sci-fi",Muppets from Space,"JoshCharles F.MurrayAbraham DavidArquette TimHill adventure,comedy,family,fantasy,music,sci-fi alien,breakfast,escape,rat,ufo"
SidneyLumet,LenaHorne,DianaRoss,TheresaMerritt,"adventure,family,fantasy,music,musical",The Wiz,"LenaHorne DianaRoss TheresaMerritt SidneyLumet adventure,family,fantasy,music,musical melancholy,newyorkcity,sadness,teacher,wizard"
BrianRobbins,OliverPlatt,EllenAlbertiniDow,MartinLandau,"comedy,sport",Ready to Rumble,"OliverPlatt EllenAlbertiniDow MartinLandau BrianRobbins comedy,sport gaysubtext,homoeroticfight,homoeroticism,homosexualsubtext,wcwwrestling"
RonShelton,WillieGarson,RobertWagner,LolitaDavidovich,"comedy,drama,sport",Play It to the Bone,"WillieGarson RobertWagner LolitaDavidovich RonShelton comedy,drama,sport boxingmovie,friendship,highwaytravel,malerearnudity,roadmovie"
DouglasMcGrath,OliviaMunn,BusyPhilipps,JessicaSzohr,"comedy,romance",I Don't Know How She Does It,"OliviaMunn BusyPhilipps JessicaSzohr DouglasMcGrath comedy,romance blackcomedy,deliveryboy,dinner,gym,punishment"
AlexandreAja,AdamScott,KellyBrook,JessicaSzohr,"comedy,horror",Piranha 3D,"AdamScott KellyBrook JessicaSzohr AlexandreAja comedy,horror bloodywater,boat,party,piranha,springbreak"
KevinSpacey,KevinSpacey,BobHoskins,BrendaBlethyn,"biography,drama,music,musical",Beyond the Sea,"KevinSpacey BobHoskins BrendaBlethyn KevinSpacey biography,drama,music,musical bobbydarin,career,love,marriage,sandradee"
SteveBoyum,PaulWalker,M.C.Gainey,A.J.Langer,"comedy,family",Meet the Deedles,"PaulWalker M.C.Gainey A.J.Langer SteveBoyum comedy,family accidentalkiss,eatingaworm,park,worm,yellowstonenationalpark"
RichardWilliams,DonaldPleasence,KennethWilliams,CliveRevill,"action,adventure,animation,comedy,fantasy",The Princess and the Cobbler,"DonaldPleasence KennethWilliams CliveRevill RichardWilliams action,adventure,animation,comedy,fantasy cobbler,desert,gold,princess,thief"
MaryMcGuckian,RobertDeNiro,F.MurrayAbraham,GeraldineChaplin,"drama,romance",The Bridge of San Luis Rey,"RobertDeNiro F.MurrayAbraham GeraldineChaplin MaryMcGuckian drama,romance bridge,friar,inquisition,peru,ropebridge"
GeorgeTillmanJr.,DwayneJohnson,TomBerenger,MikeEpps,"action,crime,drama,thriller",Faster,"DwayneJohnson TomBerenger MikeEpps GeorgeTillmanJr. action,crime,drama,thriller gun,prison,referencetogod,referencetojesuschrist,vengeance"
HayaoMiyazaki,ChristianBale,BlytheDanner,JeanSimmons,"adventure,animation,family,fantasy",Howl's Moving Castle,"ChristianBale BlytheDanner JeanSimmons HayaoMiyazaki adventure,animation,family,fantasy anime,castle,demon,steampunk,witch"
RubenFleischer,EmmaStone,BillMurray,DerekGraf,"adventure,comedy,horror,sci-fi",Zombieland,"EmmaStone BillMurray DerekGraf RubenFleischer adventure,comedy,horror,sci-fi amusementpark,ontheroad,zombie,zombieapocalypse,zombiespoof"
FrankCoraci,AdamSandler,ClintHoward,PeterDante,"comedy,sport",The Waterboy,"AdamSandler ClintHoward PeterDante FrankCoraci comedy,sport coach,college,collegefootball,domineeringmother,football"
IrvinKershner,HarrisonFord,KennyBaker,AnthonyDaniels,"action,adventure,fantasy,sci-fi",Star Wars: Episode V - The Empire Strikes Back,"HarrisonFord KennyBaker AnthonyDaniels IrvinKershner action,adventure,fantasy,sci-fi duel,famoustwist,rebel,rescue,snowylandscape"
MichaelBay,WillSmith,TchékyKaryo,TheresaRandle,"action,comedy,crime,drama,thriller",Bad Boys,"WillSmith TchékyKaryo TheresaRandle MichaelBay action,comedy,crime,drama,thriller drugs,heroin,murder,police,witness"
DavidZucker,GeorgeKennedy,PriscillaPresley,O.J.Simpson,"comedy,crime",The Naked Gun 2½: The Smell of Fear,"GeorgeKennedy PriscillaPresley O.J.Simpson DavidZucker comedy,crime americanpresident,evilindustrialist,exgirlfriend,politicalleader,president"
JamesWong,DanielRoebuck,BrendanFehr,KerrSmith,"horror,thriller",Final Destination,"DanielRoebuck BrendanFehr KerrSmith JamesWong horror,thriller deadteenager,death,explosion,premonition,teenager"
GeorgeClooney,RyanGosling,PhilipSeymourHoffman,JenniferEhle,drama,The Ides of March,"RyanGosling PhilipSeymourHoffman JenniferEhle GeorgeClooney drama governor,intern,manager,ohio,politics"
DavidTwohy,VinDiesel,RadhaMitchell,ColeHauser,"horror,sci-fi",Pitch Black,"VinDiesel RadhaMitchell ColeHauser DavidTwohy horror,sci-fi captain,darkness,eclipse,space,survival"
TonyGoldwyn,HughJackman,EllenBarkin,CatherineDent,"comedy,romance",Someone Like You...,"HughJackman EllenBarkin CatherineDent TonyGoldwyn comedy,romance apartment,girlinpanties,roommate,thongpanties,upskirt"
SpikeJonze,ScarlettJohansson,BrianJohnson,MattLetscher,"drama,romance,sci-fi",Her,"ScarlettJohansson BrianJohnson MattLetscher SpikeJonze drama,romance,sci-fi divorce,femalefrontalnudity,future,loneliness,operatingsystem"
DexterFletcher,HughJackman,TaronEgerton,TimMcInnerny,"biography,comedy,drama,sport",Eddie the Eagle,"HughJackman TaronEgerton TimMcInnerny DexterFletcher biography,comedy,drama,sport 1988winterolympics,coach,skijumper,winter,winterolympics"
JohnDahl,PaulWalker,JessicaBowman,DellYount,"mystery,thriller",Joy Ride,"PaulWalker JessicaBowman DellYount JohnDahl mystery,thriller embarrassingmalenudity,embarrassingnudity,malenudity,truck,truckdriver"
JonathanNewman,IoanGruffudd,KeeleyHawes,OliverStark,"adventure,family,fantasy",The Adventurer: The Curse of the Midas Box,"IoanGruffudd KeeleyHawes OliverStark JonathanNewman adventure,family,fantasy basedonnovel,drowning,hangingfromaflagpole,hangingfromarope,magic"
WayneWang,NataliePortman,EvaAmurriMartino,ShawnHatosy,"comedy,drama",Anywhere But Here,"NataliePortman EvaAmurriMartino ShawnHatosy WayneWang comedy,drama familyrelationships,femaleprotagonist,nubilewoman,policeman,teenager"
AndyCadiff,AnnabellaSciorra,StarkSands,TerenceMaynard,"comedy,romance",Chasing Liberty,"AnnabellaSciorra StarkSands TerenceMaynard AndyCadiff comedy,romance firstdaughter,photographer,prague,president,secretserviceagent"
MichaelDinner,SeymourCassel,DanHedaya,LainieKazan,"comedy,crime",The Crew,"SeymourCassel DanHedaya LainieKazan MichaelDinner comedy,crime beach,druglord,drugs,hotel,stripper"
StevenSoderbergh,ChanningTatum,MichaelFassbender,MichaelAngarano,"action,thriller",Haywire,"ChanningTatum MichaelFassbender MichaelAngarano StevenSoderbergh action,thriller diehardscenario,onewomanarmy,rescue,soldier,supersoldier"
JosephSargent,JudithBarsi,MarioVanPeebles,LynnWhitfield,"adventure,horror,thriller",Jaws: The Revenge,"JudithBarsi MarioVanPeebles LynnWhitfield JosephSargent adventure,horror,thriller bananaboat,boat,christmas,sea,shark"
JerryZaks,LeonardoDiCaprio,RobertDeNiro,MerylStreep,drama,Marvin's Room,"LeonardoDiCaprio RobertDeNiro MerylStreep JerryZaks drama house,leukemia,mentalinstitution,nursinghome,transplant"
FredDurst,TashaSmith,DashMihok,GarrettMorris,"biography,comedy,drama,family,sport",The Longshots,"TashaSmith DashMihok GarrettMorris FredDurst biography,comedy,drama,family,sport absentfather,americanfootball,basedontruestory,middleschool"
NeilJordan,StephenRea,IanHart,JamesBolam,"drama,romance",The End of the Affair,"StephenRea IanHart JamesBolam NeilJordan drama,romance breasts,jealousy,obsession,sexscene,spiritual"
SimonWincer,VanessaWilliams,TiaCarrere,DonJohnson,"action,crime,drama,thriller,western",Harley Davidson and the Marlboro Man,"VanessaWilliams TiaCarrere DonJohnson SimonWincer action,crime,drama,thriller,western bar,biker,cowboy,drugs,marlboro"
PaulHaggis,JamesFranco,CharlizeTheron,BarryCorbin,"crime,drama,mystery,thriller",In the Valley of Elah,"JamesFranco CharlizeTheron BarryCorbin PaulHaggis crime,drama,mystery,thriller detective,iraq,military,murderinvestigation,police"
AnneFontaine,AlessandroNivola,BenoîtPoelvoorde,MarieGillain,"biography,drama",Coco Before Chanel,"AlessandroNivola BenoîtPoelvoorde MarieGillain AnneFontaine biography,drama baron,fashion,hat,nickname,orphanage"
StephenFrears,TomBurke,IbenHjejle,GayeBrown,"comedy,drama,romance",Chéri,"TomBurke IbenHjejle GayeBrown StephenFrears comedy,drama,romance agedifference,courtesan,mansion,marriage,prostitute"
unknown,ColeHauser,SarahCarter,DerekLuke,"action,crime,drama,thriller",Rogue,"ColeHauser SarahCarter DerekLuke unknown action,crime,drama,thriller cheatingwife,extramaritalaffair,femalelead,undercover,unfaithfulness"
MiraNair,RomolaGarai,RogerLloydPack,LilleteDubey,drama,Vanity Fair,"RomolaGarai RogerLloydPack LilleteDubey MiraNair drama aristocrat,english,painter,painting,singer"
TeddyChan,BingbingFan,SimonYam,NicholasTse,"action,drama,history",Bodyguards and Assassins,"BingbingFan SimonYam NicholasTse TeddyChan action,drama,history giant,hongkong,hookandchain,knifefight,martialartist"
MikaelHåfström,DrewPowell,KimThomson,AlexandraSilber,"fantasy,horror",1408,"DrewPowell KimThomson AlexandraSilber MikaelHåfström fantasy,horror book,debunking,evil,hotel,paranormalphenomena"
MelBrooks,JoanRivers,DickVanPatten,MichaelWinslow,"adventure,comedy,sci-fi",Spaceballs,"JoanRivers DickVanPatten MichaelWinslow MelBrooks adventure,comedy,sci-fi parody,planetenclosedwithinshield,scifispoof,selfreferential,winnebago"
RussellCrowe,CemYilmaz,RyanCorr,SteveBastoni,"drama,war",The Water Diviner,"CemYilmaz RyanCorr SteveBastoni RussellCrowe drama,war australian,battle,battleofgallipoli,gallipoli,worldwarone"
JerryZucker,DemiMoore,TonyGoldwyn,PhilLeeds,"drama,fantasy,romance,thriller",Ghost,"DemiMoore TonyGoldwyn PhilLeeds JerryZucker drama,fantasy,romance,thriller death,filmblanc,invisibility,love,unrequitedlove"
BobbyFarrelly,SarahSilverman,LinShaye,RichardTyson,"comedy,romance",There's Something About Mary,"SarahSilverman LinShaye RichardTyson BobbyFarrelly comedy,romance accident,curtaincall,dreamgirl,highschool,prom"
JohnPasquin,JudgeReinhold,EricLloyd,PeterBoyle,"comedy,drama,family,fantasy",The Santa Clause,"JudgeReinhold EricLloyd PeterBoyle JohnPasquin comedy,drama,family,fantasy 1990s,christmas,christmaseve,sleigh,surrealism"
JohnLeeHancock,DennisQuaid,JayHernandez,AngusT.Jones,"drama,family,sport",The Rookie,"DennisQuaid JayHernandez AngusT.Jones JohnLeeHancock drama,family,sport baseball,coach,highschool,pitching,texas"
AndyFickman,DwayneJohnson,KyraSedgwick,MadisonPettis,"comedy,family,sport",The Game Plan,"DwayneJohnson KyraSedgwick MadisonPettis AndyFickman comedy,family,sport familyrelationships,footballmovie,publicist,sportsteam,tweengirl"
ClintEastwood,ClintEastwood,MerylStreep,DebraMonk,"drama,romance",The Bridges of Madison County,"ClintEastwood MerylStreep DebraMonk ClintEastwood drama,romance 1960s,bridge,housewife,love,photographer"
LukeGreenfield,LouisLombardi,MichaelPapajohn,ColleenHaskell,"comedy,sci-fi",The Animal,"LouisLombardi MichaelPapajohn ColleenHaskell LukeGreenfield comedy,sci-fi camerafocusonafemalebutt,cartoonontv,forest,hairybuttocks,sealtheanimal"
RichardAttenborough,CandiceBergen,AmrishPuri,JohnGielgud,"biography,drama,history",Gandhi,"CandiceBergen AmrishPuri JohnGielgud RichardAttenborough biography,drama,history british,india,indian,muslim,pakistan"
LasseHallström,ManishDayal,CharlotteLeBon,JuhiChawla,"comedy,drama",The Hundred-Foot Journey,"ManishDayal CharlotteLeBon JuhiChawla LasseHallström comedy,drama chef,hautecuisine,indiancuisine,michelinguide,restaurant"
IrwinWinkler,KenHoward,JeremyNortham,RayMcKinnon,"action,crime,drama,mystery,thriller",The Net,"KenHoward JeremyNortham RayMcKinnon IrwinWinkler action,crime,drama,mystery,thriller chatroom,computer,computerhacker,identity,identitytheft"
JessieNelson,DianneWiest,LorettaDevine,RichardSchiff,drama,I Am Sam,"DianneWiest LorettaDevine RichardSchiff JessieNelson drama childcustody,custodybattle,disability,mentallyimpairedman,singlefather"
ChristopherSpencer,RomaDowney,AmberRoseRevah,DarwinShaw,"biography,drama,history",Son of God,"RomaDowney AmberRoseRevah DarwinShaw ChristopherSpencer biography,drama,history barechestedmalebondage,crucifixion,loincloth,referencetogod,resurrection"
LenWiseman,SophiaMyles,KevinGrevioux,ShaneBrolly,"action,fantasy,thriller",Underworld,"SophiaMyles KevinGrevioux ShaneBrolly LenWiseman action,fantasy,thriller blood,death,hybrid,vampire,werewolf"
MikaelHåfström,DenisO'Hare,RZA,Xzibit,"drama,thriller",Derailed,"DenisO'Hare RZA Xzibit MikaelHåfström drama,thriller drink,hotel,police,stagedrape,thief"
StevenSoderbergh,MattDamon,JoelMcHale,ThomasF.Wilson,"comedy,crime,drama,thriller",The Informant!,"MattDamon JoelMcHale ThomasF.Wilson StevenSoderbergh comedy,crime,drama,thriller compulsiveliar,fbi,informant,investigation,spy"
RichardAttenborough,AnthonyHopkins,JamesFrain,JulianFellowes,"biography,drama,romance",Shadowlands,"AnthonyHopkins JamesFrain JulianFellowes RichardAttenborough biography,drama,romance author,book,england,friend,oxford"
MikeBigelow,CarlosPonce,EddieGriffin,CharlesKeating,comedy,Deuce Bigalow: European Gigolo,"CarlosPonce EddieGriffin CharlesKeating MikeBigelow comedy dolphin,gigolo,pimp,serialkiller,villainarrested"
KenScott,JackReynor,BobbyMoynihan,MatthewDaddario,"comedy,drama",Delivery Man,"JackReynor BobbyMoynihan MatthewDaddario KenScott comedy,drama children,identity,lawsuit,lawyer,spermdonor"
PaulMcGuigan,DanielRadcliffe,SpencerWilding,DanielMays,"drama,horror,sci-fi,thriller",Victor Frankenstein,"DanielRadcliffe SpencerWilding DanielMays PaulMcGuigan drama,horror,sci-fi,thriller assistant,experiment,frankenstein,medicalstudent,scientist"
SusannaWhite,RadivojeBukvic,PawelSzajda,GrigoriyDobrygin,thriller,Our Kind of Traitor,"RadivojeBukvic PawelSzajda GrigoriyDobrygin SusannaWhite thriller basedonnovel,malefrontalnudity,malenudity,malerearnudity"
DennisDugan,AmandaDetmer,NeilDiamond,KyleGass,"comedy,crime,romance",Saving Silverman,"AmandaDetmer NeilDiamond KyleGass DennisDugan comedy,crime,romance femalenudity,friend,kidnapping,love,nun"
DavidBowers,ZacharyGordon,RachaelHarris,KaranBrar,"comedy,family",Diary of a Wimpy Kid: Dog Days,"ZacharyGordon RachaelHarris KaranBrar DavidBowers comedy,family bestfriend,camping,countryclub,noopeningcredits,summervacation"
SpikeLee,MiraSorvino,JenniferEsposito,MikeStarr,"crime,drama,romance,thriller",Summer of Sam,"MiraSorvino JenniferEsposito MikeStarr SpikeLee crime,drama,romance,thriller distrust,fear,murder,neighborhood,newyorkcity"
KevinSmith,WillFerrell,ShannonElizabeth,JasonMewes,comedy,Jay and Silent Bob Strike Back,"WillFerrell ShannonElizabeth JasonMewes KevinSmith comedy internet,jayandsilentbob,newjersey,orangutan,police"
MichaelBay,ScarlettJohansson,SteveBuscemi,DjimonHounsou,"action,adventure,romance,sci-fi,thriller",The Island,"ScarlettJohansson SteveBuscemi DjimonHounsou MichaelBay action,adventure,romance,sci-fi,thriller clone,environment,escape,island,lottery"
DanielSackheim,ChrisNoth,BruceDern,TrevorMorgan,"crime,drama,mystery,thriller",The Glass House,"ChrisNoth BruceDern TrevorMorgan DanielSackheim crime,drama,mystery,thriller car,caraccident,death,friend,glass"
EthanCoen,ScarlettJohansson,ChanningTatum,AldenEhrenreich,"comedy,mystery","Hail, Caesar!","ScarlettJohansson ChanningTatum AldenEhrenreich EthanCoen comedy,mystery 50s,filmwithinafilm,hollywood,illegitimatepregnancy,twins"
HarryElfont,RosarioDawson,PauloCostanzo,AriesSpears,"comedy,music",Josie and the Pussycats,"RosarioDawson PauloCostanzo AriesSpears HarryElfont comedy,music basedontvseries,fictionalband,girlband,musicindustry,popband"
GaryFleder,JasonStatham,JamesFranco,FrankGrillo,"action,crime,drama,thriller",Homefront,"JasonStatham JamesFranco FrankGrillo GaryFleder action,crime,drama,thriller biker,bikergang,dea,deaagent,fight"
UliEdel,RichardE.Grant,JimCarter,AliceKrige,"adventure,comedy,family,fantasy",The Little Vampire,"RichardE.Grant JimCarter AliceKrige UliEdel adventure,comedy,family,fantasy boy,pushedoffacliff,rat,secretpassage,vampire"
DavidO.Russell,NaomiWatts,LilyTomlin,IsabelleHuppert,comedy,I Heart Huckabees,"NaomiWatts LilyTomlin IsabelleHuppert DavidO.Russell comedy coincidence,cultfilm,overalls,suburb,vomiting"
FredDekker,CCHPounder,RipTorn,Mako,"action,crime,sci-fi,thriller",RoboCop 3,"CCHPounder RipTorn Mako FredDekker action,crime,sci-fi,thriller android,corporation,ninja,police,robocop"
BrianTrenchard-Smith,MichaelBiehn,UdoKier,FrancoNero,"action,adventure,fantasy,sci-fi,thriller",Megiddo: The Omega Code 2,"MichaelBiehn UdoKier FrancoNero BrianTrenchard-Smith action,adventure,fantasy,sci-fi,thriller armageddon,battle,endtimes,referencetosatan,sequel"
BlakeEdwards,RockHudson,VernonDobtcheff,JeremyKemp,"comedy,drama,musical,romance,war",Darling Lili,"RockHudson VernonDobtcheff JeremyKemp BlakeEdwards comedy,drama,musical,romance,war crepesuzette,french,mataharispoof,song,spy"
HughWilson,BrendanFraser,AlexRocco,EricIdle,"comedy,family,romance",Dudley Do-Right,"BrendanFraser AlexRocco EricIdle HughWilson comedy,family,romance gold,goldrush,mirror,policeofficer,singer"
CamilleDelamarre,EdSkrein,NoémieLenoir,RadivojeBukvic,"action,crime,thriller",The Transporter Refueled,"EdSkrein NoémieLenoir RadivojeBukvic CamilleDelamarre action,crime,thriller airfield,car,carstunt,driver,privatejet"
LaurenceDunmore,JohnnyDepp,JackDavenport,RichardCoyle,"drama,romance",The Libertine,"JohnnyDepp JackDavenport RichardCoyle LaurenceDunmore drama,romance ambassador,charlesii,earl,mistress,poet"
PaulVerhoeven,MichielHuisman,SebastianKoch,ChristianBerkel,"drama,thriller,war",Black Book,"MichielHuisman SebastianKoch ChristianBerkel PaulVerhoeven drama,thriller,war boat,escape,hiding,nazi,resistance"
ChristianCarion,GaryLewis,DanyBoon,IanRichardson,"drama,history,music,romance,war",Joyeux Noel,"GaryLewis DanyBoon IanRichardson ChristianCarion drama,history,music,romance,war christmas,noman'sland,soldier,trench,worldwarone"
DavidPalmer,BradleyCooper,TomArnold,BeauBridges,"action,comedy,romance",Hit and Run,"BradleyCooper TomArnold BeauBridges DavidPalmer action,comedy,romance gaycop,getawaydriver,masturbation,penis,witnessprotection"
CallieKhouri,StephenRoot,TedDanson,RogerCross,"comedy,crime,thriller",Mad Money,"StephenRoot TedDanson RogerCross CallieKhouri comedy,crime,thriller bank,federalreservebank,money,securityguard,shredder"
RowanJoffe,ColinFirth,BenCrompton,Anne-MarieDuff,"drama,mystery,thriller",Before I Go to Sleep,"ColinFirth BenCrompton Anne-MarieDuff RowanJoffe drama,mystery,thriller amnesia,femalenudity,infidelity,nudity,therapist"
